"Población de 10 y más años de la C.A. de Euskadi por comarca, nivel de instrucción, sexo y periodo"

"comarca";"nivel de instrucción";"sexo";"periodo";Población de 10 y más años de la C.A. de Euskadi
"Arabako Mendialdea / Montaña Alavesa";"Secundarios";"Hombres";"2015";291
"Arabako Mendialdea / Montaña Alavesa";"Secundarios";"Hombres";"2016";288
"Arabako Mendialdea / Montaña Alavesa";"Secundarios";"Hombres";"2018";307
"Arabako Mendialdea / Montaña Alavesa";"Secundarios";"Hombres";"2019";315
"Arabako Mendialdea / Montaña Alavesa";"Secundarios";"Hombres";"2020";325
"Arabako Mendialdea / Montaña Alavesa";"Secundarios";"Mujeres";"2010";206
"Arabako Mendialdea / Montaña Alavesa";"Secundarios";"Mujeres";"2013";203
"Arabako Mendialdea / Montaña Alavesa";"Secundarios";"Mujeres";"2014";197
"Arabako Mendialdea / Montaña Alavesa";"Secundarios";"Mujeres";"2015";191
"Arabako Mendialdea / Montaña Alavesa";"Secundarios";"Mujeres";"2016";187
"Arabako Mendialdea / Montaña Alavesa";"Secundarios";"Mujeres";"2018";197
"Arabako Mendialdea / Montaña Alavesa";"Secundarios";"Mujeres";"2019";206
"Arabako Mendialdea / Montaña Alavesa";"Secundarios";"Mujeres";"2020";215
"Arabako Mendialdea / Montaña Alavesa";"Medio-superiores";"Hombres";"2010";60
"Arabako Mendialdea / Montaña Alavesa";"Medio-superiores";"Hombres";"2013";58
"Arabako Mendialdea / Montaña Alavesa";"Medio-superiores";"Hombres";"2014";60
"Arabako Mendialdea / Montaña Alavesa";"Medio-superiores";"Hombres";"2015";57
"Arabako Mendialdea / Montaña Alavesa";"Medio-superiores";"Hombres";"2016";59
"Arabako Mendialdea / Montaña Alavesa";"Medio-superiores";"Hombres";"2018";64
"Arabako Mendialdea / Montaña Alavesa";"Medio-superiores";"Hombres";"2019";63
"Arabako Mendialdea / Montaña Alavesa";"Medio-superiores";"Hombres";"2020";64
"Arabako Mendialdea / Montaña Alavesa";"Medio-superiores";"Mujeres";"2010";116
"Arabako Mendialdea / Montaña Alavesa";"Medio-superiores";"Mujeres";"2013";101
"Arabako Mendialdea / Montaña Alavesa";"Medio-superiores";"Mujeres";"2014";96
"Arabako Mendialdea / Montaña Alavesa";"Medio-superiores";"Mujeres";"2015";100
"Arabako Mendialdea / Montaña Alavesa";"Medio-superiores";"Mujeres";"2016";104
"Arabako Mendialdea / Montaña Alavesa";"Medio-superiores";"Mujeres";"2018";115
"Arabako Mendialdea / Montaña Alavesa";"Medio-superiores";"Mujeres";"2019";102
"Arabako Mendialdea / Montaña Alavesa";"Medio-superiores";"Mujeres";"2020";94
"Arabako Mendialdea / Montaña Alavesa";"Superiores";"Hombres";"2010";121
"Arabako Mendialdea / Montaña Alavesa";"Superiores";"Hombres";"2013";126
"Arabako Mendialdea / Montaña Alavesa";"Superiores";"Hombres";"2014";128
"Arabako Mendialdea / Montaña Alavesa";"Superiores";"Hombres";"2015";117
"Arabako Mendialdea / Montaña Alavesa";"Superiores";"Hombres";"2016";121
"Arabako Mendialdea / Montaña Alavesa";"Superiores";"Hombres";"2018";126
"Arabako Mendialdea / Montaña Alavesa";"Superiores";"Hombres";"2019";139
"Arabako Mendialdea / Montaña Alavesa";"Superiores";"Hombres";"2020";158
"Arabako Mendialdea / Montaña Alavesa";"Superiores";"Mujeres";"2010";117
"Arabako Mendialdea / Montaña Alavesa";"Superiores";"Mujeres";"2013";126
"Arabako Mendialdea / Montaña Alavesa";"Superiores";"Mujeres";"2014";130
"Arabako Mendialdea / Montaña Alavesa";"Superiores";"Mujeres";"2015";132
"Arabako Mendialdea / Montaña Alavesa";"Superiores";"Mujeres";"2016";130
"Arabako Mendialdea / Montaña Alavesa";"Superiores";"Mujeres";"2018";152
"Arabako Mendialdea / Montaña Alavesa";"Superiores";"Mujeres";"2019";179
"Arabako Mendialdea / Montaña Alavesa";"Superiores";"Mujeres";"2020";181
"Arratia Nerbioi / Arratia-Nervión";"Analfabetos";"Hombres";"2010";47
"Arratia Nerbioi / Arratia-Nervión";"Analfabetos";"Hombres";"2013";36
"Arratia Nerbioi / Arratia-Nervión";"Analfabetos";"Hombres";"2014";32
"Arratia Nerbioi / Arratia-Nervión";"Analfabetos";"Hombres";"2015";31
"Arratia Nerbioi / Arratia-Nervión";"Analfabetos";"Hombres";"2016";30
"Arratia Nerbioi / Arratia-Nervión";"Analfabetos";"Hombres";"2018";26
"Arratia Nerbioi / Arratia-Nervión";"Analfabetos";"Hombres";"2019";22
"Arratia Nerbioi / Arratia-Nervión";"Analfabetos";"Hombres";"2020";20
"Arratia Nerbioi / Arratia-Nervión";"Analfabetos";"Mujeres";"2010";73
"Arratia Nerbioi / Arratia-Nervión";"Analfabetos";"Mujeres";"2013";62
"Arratia Nerbioi / Arratia-Nervión";"Analfabetos";"Mujeres";"2014";58
"Arratia Nerbioi / Arratia-Nervión";"Analfabetos";"Mujeres";"2015";54
"Arratia Nerbioi / Arratia-Nervión";"Analfabetos";"Mujeres";"2016";46
"Arratia Nerbioi / Arratia-Nervión";"Analfabetos";"Mujeres";"2018";38
"Arratia Nerbioi / Arratia-Nervión";"Analfabetos";"Mujeres";"2019";41
"Arratia Nerbioi / Arratia-Nervión";"Analfabetos";"Mujeres";"2020";37
"Arratia Nerbioi / Arratia-Nervión";"Sin estudios";"Hombres";"2010";185
"Arratia Nerbioi / Arratia-Nervión";"Sin estudios";"Hombres";"2013";148
"Arratia Nerbioi / Arratia-Nervión";"Sin estudios";"Hombres";"2014";146
"Arratia Nerbioi / Arratia-Nervión";"Sin estudios";"Hombres";"2015";147
"Arratia Nerbioi / Arratia-Nervión";"Sin estudios";"Hombres";"2016";140
"Arratia Nerbioi / Arratia-Nervión";"Sin estudios";"Hombres";"2018";133
"Arratia Nerbioi / Arratia-Nervión";"Sin estudios";"Hombres";"2019";140
"Arratia Nerbioi / Arratia-Nervión";"Sin estudios";"Hombres";"2020";135
"Arratia Nerbioi / Arratia-Nervión";"Sin estudios";"Mujeres";"2010";266
"Arratia Nerbioi / Arratia-Nervión";"Sin estudios";"Mujeres";"2013";223
"Arratia Nerbioi / Arratia-Nervión";"Sin estudios";"Mujeres";"2014";215
"Arratia Nerbioi / Arratia-Nervión";"Sin estudios";"Mujeres";"2015";222
"Arratia Nerbioi / Arratia-Nervión";"Sin estudios";"Mujeres";"2016";201
"Arratia Nerbioi / Arratia-Nervión";"Sin estudios";"Mujeres";"2018";196
"Arratia Nerbioi / Arratia-Nervión";"Sin estudios";"Mujeres";"2019";183
"Arratia Nerbioi / Arratia-Nervión";"Sin estudios";"Mujeres";"2020";175
"Arratia Nerbioi / Arratia-Nervión";"Primarios";"Hombres";"2010";3887
"Arratia Nerbioi / Arratia-Nervión";"Primarios";"Hombres";"2013";3727
"Arratia Nerbioi / Arratia-Nervión";"Primarios";"Hombres";"2014";3613
"Arratia Nerbioi / Arratia-Nervión";"Primarios";"Hombres";"2015";3501
"Arratia Nerbioi / Arratia-Nervión";"Primarios";"Hombres";"2016";3435
"Arratia Nerbioi / Arratia-Nervión";"Primarios";"Hombres";"2018";3304
"Arratia Nerbioi / Arratia-Nervión";"Primarios";"Hombres";"2019";3236
"Arratia Nerbioi / Arratia-Nervión";"Primarios";"Hombres";"2020";3182
"Arratia Nerbioi / Arratia-Nervión";"Primarios";"Mujeres";"2010";4292
"Arratia Nerbioi / Arratia-Nervión";"Primarios";"Mujeres";"2013";4190
"Arratia Nerbioi / Arratia-Nervión";"Primarios";"Mujeres";"2014";4060
"Arratia Nerbioi / Arratia-Nervión";"Primarios";"Mujeres";"2015";4028
"Arratia Nerbioi / Arratia-Nervión";"Primarios";"Mujeres";"2016";3960
"Arratia Nerbioi / Arratia-Nervión";"Primarios";"Mujeres";"2018";3794
"Arratia Nerbioi / Arratia-Nervión";"Primarios";"Mujeres";"2019";3649
"Arratia Nerbioi / Arratia-Nervión";"Primarios";"Mujeres";"2020";3626
"Arratia Nerbioi / Arratia-Nervión";"Profesionales";"Hombres";"2010";2445
"Arratia Nerbioi / Arratia-Nervión";"Profesionales";"Hombres";"2013";2739
"Arratia Nerbioi / Arratia-Nervión";"Profesionales";"Hombres";"2014";2820
"Arratia Nerbioi / Arratia-Nervión";"Profesionales";"Hombres";"2015";2845
"Arratia Nerbioi / Arratia-Nervión";"Profesionales";"Hombres";"2016";2872
"Arratia Nerbioi / Arratia-Nervión";"Profesionales";"Hombres";"2018";2957
"Arratia Nerbioi / Arratia-Nervión";"Profesionales";"Hombres";"2019";3131
"Arratia Nerbioi / Arratia-Nervión";"Profesionales";"Hombres";"2020";3228
"Arratia Nerbioi / Arratia-Nervión";"Profesionales";"Mujeres";"2010";1325
"Arratia Nerbioi / Arratia-Nervión";"Profesionales";"Mujeres";"2013";1514
"Arratia Nerbioi / Arratia-Nervión";"Profesionales";"Mujeres";"2014";1530
"Arratia Nerbioi / Arratia-Nervión";"Profesionales";"Mujeres";"2015";1549
"Arratia Nerbioi / Arratia-Nervión";"Profesionales";"Mujeres";"2016";1547
"Arratia Nerbioi / Arratia-Nervión";"Profesionales";"Mujeres";"2018";1598
"Arratia Nerbioi / Arratia-Nervión";"Profesionales";"Mujeres";"2019";1715
"Arratia Nerbioi / Arratia-Nervión";"Profesionales";"Mujeres";"2020";1766
"Arratia Nerbioi / Arratia-Nervión";"Secundarios";"Hombres";"2010";2258
"Arratia Nerbioi / Arratia-Nervión";"Secundarios";"Hombres";"2013";2214
"Arratia Nerbioi / Arratia-Nervión";"Secundarios";"Hombres";"2014";2200
"Arratia Nerbioi / Arratia-Nervión";"Secundarios";"Hombres";"2015";2233
"Arratia Nerbioi / Arratia-Nervión";"Secundarios";"Hombres";"2016";2227
"Arratia Nerbioi / Arratia-Nervión";"Secundarios";"Hombres";"2018";2359
"Arratia Nerbioi / Arratia-Nervión";"Secundarios";"Hombres";"2019";2313
"Arratia Nerbioi / Arratia-Nervión";"Secundarios";"Hombres";"2020";2289
"Arratia Nerbioi / Arratia-Nervión";"Secundarios";"Mujeres";"2010";1887
"Arratia Nerbioi / Arratia-Nervión";"Secundarios";"Mujeres";"2013";1947
"Arratia Nerbioi / Arratia-Nervión";"Secundarios";"Mujeres";"2014";1978
"Arratia Nerbioi / Arratia-Nervión";"Secundarios";"Mujeres";"2015";2014
"Arratia Nerbioi / Arratia-Nervión";"Secundarios";"Mujeres";"2016";2032
"Arratia Nerbioi / Arratia-Nervión";"Secundarios";"Mujeres";"2018";2067
"Arratia Nerbioi / Arratia-Nervión";"Secundarios";"Mujeres";"2019";2085
"Arratia Nerbioi / Arratia-Nervión";"Secundarios";"Mujeres";"2020";2073
"Arratia Nerbioi / Arratia-Nervión";"Medio-superiores";"Hombres";"2010";632
"Arratia Nerbioi / Arratia-Nervión";"Medio-superiores";"Hombres";"2013";573
"Arratia Nerbioi / Arratia-Nervión";"Medio-superiores";"Hombres";"2014";556
"Arratia Nerbioi / Arratia-Nervión";"Medio-superiores";"Hombres";"2015";557
"Arratia Nerbioi / Arratia-Nervión";"Medio-superiores";"Hombres";"2016";559
"Arratia Nerbioi / Arratia-Nervión";"Medio-superiores";"Hombres";"2018";569
"Arratia Nerbioi / Arratia-Nervión";"Medio-superiores";"Hombres";"2019";547
"Arratia Nerbioi / Arratia-Nervión";"Medio-superiores";"Hombres";"2020";516
"Arratia Nerbioi / Arratia-Nervión";"Medio-superiores";"Mujeres";"2010";1145
"Arratia Nerbioi / Arratia-Nervión";"Medio-superiores";"Mujeres";"2013";1080
"Arratia Nerbioi / Arratia-Nervión";"Medio-superiores";"Mujeres";"2014";1075
"Arratia Nerbioi / Arratia-Nervión";"Medio-superiores";"Mujeres";"2015";1067
"Arratia Nerbioi / Arratia-Nervión";"Medio-superiores";"Mujeres";"2016";1094
"Arratia Nerbioi / Arratia-Nervión";"Medio-superiores";"Mujeres";"2018";1058
"Arratia Nerbioi / Arratia-Nervión";"Medio-superiores";"Mujeres";"2019";1013
"Arratia Nerbioi / Arratia-Nervión";"Medio-superiores";"Mujeres";"2020";985
"Arratia Nerbioi / Arratia-Nervión";"Superiores";"Hombres";"2010";1095
"Arratia Nerbioi / Arratia-Nervión";"Superiores";"Hombres";"2013";1206
"Arratia Nerbioi / Arratia-Nervión";"Superiores";"Hombres";"2014";1262
"Arratia Nerbioi / Arratia-Nervión";"Superiores";"Hombres";"2015";1259
"Arratia Nerbioi / Arratia-Nervión";"Superiores";"Hombres";"2016";1287
"Arratia Nerbioi / Arratia-Nervión";"Superiores";"Hombres";"2018";1355
"Arratia Nerbioi / Arratia-Nervión";"Superiores";"Hombres";"2019";1430
"Arratia Nerbioi / Arratia-Nervión";"Superiores";"Hombres";"2020";1514
"Arratia Nerbioi / Arratia-Nervión";"Superiores";"Mujeres";"2010";1396
"Arratia Nerbioi / Arratia-Nervión";"Superiores";"Mujeres";"2013";1618
"Arratia Nerbioi / Arratia-Nervión";"Superiores";"Mujeres";"2014";1678
"Arratia Nerbioi / Arratia-Nervión";"Superiores";"Mujeres";"2015";1699
"Arratia Nerbioi / Arratia-Nervión";"Superiores";"Mujeres";"2016";1738
"Arratia Nerbioi / Arratia-Nervión";"Superiores";"Mujeres";"2018";1889
"Arratia Nerbioi / Arratia-Nervión";"Superiores";"Mujeres";"2019";1981
"Arratia Nerbioi / Arratia-Nervión";"Superiores";"Mujeres";"2020";2094
"Bidasoa Beherea / Bajo Bidasoa";"Analfabetos";"Hombres";"2010";114
"Bidasoa Beherea / Bajo Bidasoa";"Analfabetos";"Hombres";"2013";105
"Bidasoa Beherea / Bajo Bidasoa";"Analfabetos";"Hombres";"2014";103
"Bidasoa Beherea / Bajo Bidasoa";"Analfabetos";"Hombres";"2015";96
"Bidasoa Beherea / Bajo Bidasoa";"Analfabetos";"Hombres";"2016";96
"Bidasoa Beherea / Bajo Bidasoa";"Analfabetos";"Hombres";"2018";84
"Bidasoa Beherea / Bajo Bidasoa";"Analfabetos";"Hombres";"2019";78
"Bidasoa Beherea / Bajo Bidasoa";"Analfabetos";"Hombres";"2020";74
"Bidasoa Beherea / Bajo Bidasoa";"Analfabetos";"Mujeres";"2010";266
"Bidasoa Beherea / Bajo Bidasoa";"Analfabetos";"Mujeres";"2013";210
"Bidasoa Beherea / Bajo Bidasoa";"Analfabetos";"Mujeres";"2014";201
"Bidasoa Beherea / Bajo Bidasoa";"Analfabetos";"Mujeres";"2015";194
"Bidasoa Beherea / Bajo Bidasoa";"Analfabetos";"Mujeres";"2016";181
"Bidasoa Beherea / Bajo Bidasoa";"Analfabetos";"Mujeres";"2018";162
"Bidasoa Beherea / Bajo Bidasoa";"Analfabetos";"Mujeres";"2019";149
"Bidasoa Beherea / Bajo Bidasoa";"Analfabetos";"Mujeres";"2020";145
"Bidasoa Beherea / Bajo Bidasoa";"Sin estudios";"Hombres";"2010";517
"Bidasoa Beherea / Bajo Bidasoa";"Sin estudios";"Hombres";"2013";504
"Bidasoa Beherea / Bajo Bidasoa";"Sin estudios";"Hombres";"2014";467
"Bidasoa Beherea / Bajo Bidasoa";"Sin estudios";"Hombres";"2015";474
"Bidasoa Beherea / Bajo Bidasoa";"Sin estudios";"Hombres";"2016";460
"Bidasoa Beherea / Bajo Bidasoa";"Sin estudios";"Hombres";"2018";484
"Bidasoa Beherea / Bajo Bidasoa";"Sin estudios";"Hombres";"2019";459
"Bidasoa Beherea / Bajo Bidasoa";"Sin estudios";"Hombres";"2020";490
"Bidasoa Beherea / Bajo Bidasoa";"Sin estudios";"Mujeres";"2010";833
"Bidasoa Beherea / Bajo Bidasoa";"Sin estudios";"Mujeres";"2013";749
"Bidasoa Beherea / Bajo Bidasoa";"Sin estudios";"Mujeres";"2014";731
"Bidasoa Beherea / Bajo Bidasoa";"Sin estudios";"Mujeres";"2015";719
"Bidasoa Beherea / Bajo Bidasoa";"Sin estudios";"Mujeres";"2016";704
"Bidasoa Beherea / Bajo Bidasoa";"Sin estudios";"Mujeres";"2018";707
"Bidasoa Beherea / Bajo Bidasoa";"Sin estudios";"Mujeres";"2019";684
"Bidasoa Beherea / Bajo Bidasoa";"Sin estudios";"Mujeres";"2020";699
"Bidasoa Beherea / Bajo Bidasoa";"Primarios";"Hombres";"2010";11134
"Bidasoa Beherea / Bajo Bidasoa";"Primarios";"Hombres";"2013";10637
"Bidasoa Beherea / Bajo Bidasoa";"Primarios";"Hombres";"2014";10564
"Bidasoa Beherea / Bajo Bidasoa";"Primarios";"Hombres";"2015";10515
"Bidasoa Beherea / Bajo Bidasoa";"Primarios";"Hombres";"2016";10452
"Bidasoa Beherea / Bajo Bidasoa";"Primarios";"Hombres";"2018";9983
"Bidasoa Beherea / Bajo Bidasoa";"Primarios";"Hombres";"2019";9693
"Bidasoa Beherea / Bajo Bidasoa";"Primarios";"Hombres";"2020";9724
"Bidasoa Beherea / Bajo Bidasoa";"Primarios";"Mujeres";"2010";13224
"Bidasoa Beherea / Bajo Bidasoa";"Primarios";"Mujeres";"2013";12716
"Bidasoa Beherea / Bajo Bidasoa";"Primarios";"Mujeres";"2014";12607
"Bidasoa Beherea / Bajo Bidasoa";"Primarios";"Mujeres";"2015";12606
"Bidasoa Beherea / Bajo Bidasoa";"Primarios";"Mujeres";"2016";12493
"Bidasoa Beherea / Bajo Bidasoa";"Primarios";"Mujeres";"2018";12049
"Bidasoa Beherea / Bajo Bidasoa";"Primarios";"Mujeres";"2019";11649
"Bidasoa Beherea / Bajo Bidasoa";"Primarios";"Mujeres";"2020";11484
"Bidasoa Beherea / Bajo Bidasoa";"Profesionales";"Hombres";"2010";7136
"Bidasoa Beherea / Bajo Bidasoa";"Profesionales";"Hombres";"2013";7641
"Bidasoa Beherea / Bajo Bidasoa";"Profesionales";"Hombres";"2014";7732
"Bidasoa Beherea / Bajo Bidasoa";"Profesionales";"Hombres";"2015";7805
"Bidasoa Beherea / Bajo Bidasoa";"Profesionales";"Hombres";"2016";7978
"Bidasoa Beherea / Bajo Bidasoa";"Profesionales";"Hombres";"2018";8167
"Bidasoa Beherea / Bajo Bidasoa";"Profesionales";"Hombres";"2019";8670
"Bidasoa Beherea / Bajo Bidasoa";"Profesionales";"Hombres";"2020";8858
"Bidasoa Beherea / Bajo Bidasoa";"Profesionales";"Mujeres";"2010";4510
"Bidasoa Beherea / Bajo Bidasoa";"Profesionales";"Mujeres";"2013";4837
"Bidasoa Beherea / Bajo Bidasoa";"Profesionales";"Mujeres";"2014";4926
"Bidasoa Beherea / Bajo Bidasoa";"Profesionales";"Mujeres";"2015";5019
"Bidasoa Beherea / Bajo Bidasoa";"Profesionales";"Mujeres";"2016";5087
"Bidasoa Beherea / Bajo Bidasoa";"Profesionales";"Mujeres";"2018";5311
"Bidasoa Beherea / Bajo Bidasoa";"Profesionales";"Mujeres";"2019";5726
"Bidasoa Beherea / Bajo Bidasoa";"Profesionales";"Mujeres";"2020";6014
"Bidasoa Beherea / Bajo Bidasoa";"Secundarios";"Hombres";"2010";7980
"Bidasoa Beherea / Bajo Bidasoa";"Secundarios";"Hombres";"2013";7899
"Bidasoa Beherea / Bajo Bidasoa";"Secundarios";"Hombres";"2014";7843
"Bidasoa Beherea / Bajo Bidasoa";"Secundarios";"Hombres";"2015";8029
"Bidasoa Beherea / Bajo Bidasoa";"Secundarios";"Hombres";"2016";8036
"Bidasoa Beherea / Bajo Bidasoa";"Secundarios";"Hombres";"2018";8099
"Bidasoa Beherea / Bajo Bidasoa";"Secundarios";"Hombres";"2019";8080
"Bidasoa Beherea / Bajo Bidasoa";"Secundarios";"Hombres";"2020";8001
"Bidasoa Beherea / Bajo Bidasoa";"Secundarios";"Mujeres";"2010";8145
"Bidasoa Beherea / Bajo Bidasoa";"Secundarios";"Mujeres";"2013";8274
"Bidasoa Beherea / Bajo Bidasoa";"Secundarios";"Mujeres";"2014";8303
"Bidasoa Beherea / Bajo Bidasoa";"Secundarios";"Mujeres";"2015";8438
"Bidasoa Beherea / Bajo Bidasoa";"Secundarios";"Mujeres";"2016";8412
"Bidasoa Beherea / Bajo Bidasoa";"Secundarios";"Mujeres";"2018";8597
"Bidasoa Beherea / Bajo Bidasoa";"Secundarios";"Mujeres";"2019";8659
"Bidasoa Beherea / Bajo Bidasoa";"Secundarios";"Mujeres";"2020";8639
"Bidasoa Beherea / Bajo Bidasoa";"Medio-superiores";"Hombres";"2010";2305
"Bidasoa Beherea / Bajo Bidasoa";"Medio-superiores";"Hombres";"2013";1986
"Bidasoa Beherea / Bajo Bidasoa";"Medio-superiores";"Hombres";"2014";1947
"Bidasoa Beherea / Bajo Bidasoa";"Medio-superiores";"Hombres";"2015";1902
"Bidasoa Beherea / Bajo Bidasoa";"Medio-superiores";"Hombres";"2016";1879
"Bidasoa Beherea / Bajo Bidasoa";"Medio-superiores";"Hombres";"2018";1827
"Bidasoa Beherea / Bajo Bidasoa";"Medio-superiores";"Hombres";"2019";1809
"Bidasoa Beherea / Bajo Bidasoa";"Medio-superiores";"Hombres";"2020";1719
"Bidasoa Beherea / Bajo Bidasoa";"Medio-superiores";"Mujeres";"2010";3391
"Bidasoa Beherea / Bajo Bidasoa";"Medio-superiores";"Mujeres";"2013";3191
"Bidasoa Beherea / Bajo Bidasoa";"Medio-superiores";"Mujeres";"2014";3147
"Bidasoa Beherea / Bajo Bidasoa";"Medio-superiores";"Mujeres";"2015";3096
"Bidasoa Beherea / Bajo Bidasoa";"Medio-superiores";"Mujeres";"2016";3167
"Bidasoa Beherea / Bajo Bidasoa";"Medio-superiores";"Mujeres";"2018";3080
"Bidasoa Beherea / Bajo Bidasoa";"Medio-superiores";"Mujeres";"2019";2992
"Bidasoa Beherea / Bajo Bidasoa";"Medio-superiores";"Mujeres";"2020";2877
"Bidasoa Beherea / Bajo Bidasoa";"Superiores";"Hombres";"2010";4281
"Bidasoa Beherea / Bajo Bidasoa";"Superiores";"Hombres";"2013";4609
"Bidasoa Beherea / Bajo Bidasoa";"Superiores";"Hombres";"2014";4802
"Bidasoa Beherea / Bajo Bidasoa";"Superiores";"Hombres";"2015";4814
"Bidasoa Beherea / Bajo Bidasoa";"Superiores";"Hombres";"2016";4850
"Bidasoa Beherea / Bajo Bidasoa";"Superiores";"Hombres";"2018";5166
"Bidasoa Beherea / Bajo Bidasoa";"Superiores";"Hombres";"2019";5222
"Bidasoa Beherea / Bajo Bidasoa";"Superiores";"Hombres";"2020";5455
"Bidasoa Beherea / Bajo Bidasoa";"Superiores";"Mujeres";"2010";4679
"Bidasoa Beherea / Bajo Bidasoa";"Superiores";"Mujeres";"2013";5094
"Bidasoa Beherea / Bajo Bidasoa";"Superiores";"Mujeres";"2014";5249
"Bidasoa Beherea / Bajo Bidasoa";"Superiores";"Mujeres";"2015";5308
"Bidasoa Beherea / Bajo Bidasoa";"Superiores";"Mujeres";"2016";5519
"Bidasoa Beherea / Bajo Bidasoa";"Superiores";"Mujeres";"2018";5934
"Bidasoa Beherea / Bajo Bidasoa";"Superiores";"Mujeres";"2019";6192
"Bidasoa Beherea / Bajo Bidasoa";"Superiores";"Mujeres";"2020";6470
"Bilbo Handia / Gran Bilbao";"Analfabetos";"Hombres";"2010";1329
"Bilbo Handia / Gran Bilbao";"Analfabetos";"Hombres";"2013";1062
"Bilbo Handia / Gran Bilbao";"Analfabetos";"Hombres";"2014";981
"Bilbo Handia / Gran Bilbao";"Analfabetos";"Hombres";"2015";928
"Bilbo Handia / Gran Bilbao";"Analfabetos";"Hombres";"2016";865
"Bilbo Handia / Gran Bilbao";"Analfabetos";"Hombres";"2018";768
"Bilbo Handia / Gran Bilbao";"Analfabetos";"Hombres";"2019";722
"Bilbo Handia / Gran Bilbao";"Analfabetos";"Hombres";"2020";684
"Bilbo Handia / Gran Bilbao";"Analfabetos";"Mujeres";"2010";3531
"Bilbo Handia / Gran Bilbao";"Analfabetos";"Mujeres";"2013";2963
"Bilbo Handia / Gran Bilbao";"Analfabetos";"Mujeres";"2014";2777
"Bilbo Handia / Gran Bilbao";"Analfabetos";"Mujeres";"2015";2606
"Bilbo Handia / Gran Bilbao";"Analfabetos";"Mujeres";"2016";2434
"Bilbo Handia / Gran Bilbao";"Analfabetos";"Mujeres";"2018";2152
"Bilbo Handia / Gran Bilbao";"Analfabetos";"Mujeres";"2019";2007
"Bilbo Handia / Gran Bilbao";"Analfabetos";"Mujeres";"2020";1866
"Bilbo Handia / Gran Bilbao";"Sin estudios";"Hombres";"2010";10041
"Bilbo Handia / Gran Bilbao";"Sin estudios";"Hombres";"2013";8557
"Bilbo Handia / Gran Bilbao";"Sin estudios";"Hombres";"2014";8091
"Bilbo Handia / Gran Bilbao";"Sin estudios";"Hombres";"2015";7755
"Bilbo Handia / Gran Bilbao";"Sin estudios";"Hombres";"2016";7280
"Bilbo Handia / Gran Bilbao";"Sin estudios";"Hombres";"2018";7230
"Bilbo Handia / Gran Bilbao";"Sin estudios";"Hombres";"2019";6826
"Bilbo Handia / Gran Bilbao";"Sin estudios";"Hombres";"2020";6788
"Bilbo Handia / Gran Bilbao";"Sin estudios";"Mujeres";"2010";15878
"Bilbo Handia / Gran Bilbao";"Sin estudios";"Mujeres";"2013";13920
"Bilbo Handia / Gran Bilbao";"Sin estudios";"Mujeres";"2014";13277
"Bilbo Handia / Gran Bilbao";"Sin estudios";"Mujeres";"2015";12785
"Bilbo Handia / Gran Bilbao";"Sin estudios";"Mujeres";"2016";12195
"Bilbo Handia / Gran Bilbao";"Sin estudios";"Mujeres";"2018";11649
"Bilbo Handia / Gran Bilbao";"Sin estudios";"Mujeres";"2019";11236
"Bilbo Handia / Gran Bilbao";"Sin estudios";"Mujeres";"2020";10888
"Bilbo Handia / Gran Bilbao";"Primarios";"Hombres";"2010";124990
"Bilbo Handia / Gran Bilbao";"Primarios";"Hombres";"2013";118354
"Bilbo Handia / Gran Bilbao";"Primarios";"Hombres";"2014";115627
"Bilbo Handia / Gran Bilbao";"Primarios";"Hombres";"2015";113618
"Bilbo Handia / Gran Bilbao";"Primarios";"Hombres";"2016";111851
"Bilbo Handia / Gran Bilbao";"Primarios";"Hombres";"2018";106698
"Bilbo Handia / Gran Bilbao";"Primarios";"Hombres";"2019";102586
"Bilbo Handia / Gran Bilbao";"Primarios";"Hombres";"2020";101701
"Bilbo Handia / Gran Bilbao";"Primarios";"Mujeres";"2010";157995
"Bilbo Handia / Gran Bilbao";"Primarios";"Mujeres";"2013";151468
"Bilbo Handia / Gran Bilbao";"Primarios";"Mujeres";"2014";149136
"Bilbo Handia / Gran Bilbao";"Primarios";"Mujeres";"2015";146964
"Bilbo Handia / Gran Bilbao";"Primarios";"Mujeres";"2016";144448
"Bilbo Handia / Gran Bilbao";"Primarios";"Mujeres";"2018";138586
"Bilbo Handia / Gran Bilbao";"Primarios";"Mujeres";"2019";134260
"Bilbo Handia / Gran Bilbao";"Primarios";"Mujeres";"2020";132389
"Bilbo Handia / Gran Bilbao";"Profesionales";"Hombres";"2010";64550
"Bilbo Handia / Gran Bilbao";"Profesionales";"Hombres";"2013";70298
"Bilbo Handia / Gran Bilbao";"Profesionales";"Hombres";"2014";71401
"Bilbo Handia / Gran Bilbao";"Profesionales";"Hombres";"2015";71958
"Bilbo Handia / Gran Bilbao";"Profesionales";"Hombres";"2016";73077
"Bilbo Handia / Gran Bilbao";"Profesionales";"Hombres";"2018";74918
"Bilbo Handia / Gran Bilbao";"Profesionales";"Hombres";"2019";80023
"Bilbo Handia / Gran Bilbao";"Profesionales";"Hombres";"2020";83237
"Bilbo Handia / Gran Bilbao";"Profesionales";"Mujeres";"2010";48748
"Bilbo Handia / Gran Bilbao";"Profesionales";"Mujeres";"2013";52484
"Bilbo Handia / Gran Bilbao";"Profesionales";"Mujeres";"2014";53249
"Bilbo Handia / Gran Bilbao";"Profesionales";"Mujeres";"2015";53931
